"address","num_bathrooms","num_bedrooms","lat","long","price"
"1/24 Ottawa Road, Ngaio, Wellington",2,3,-41.2497317,174.774122867,"$770,000"
"20 Imlay Crescent, Ngaio, Wellington",2,3,-41.25235175,174.775194467,"$826,000"
"1/17 Hepara Street, Hataitai, Wellington",1,2,-41.2970577,174.797268967,"$350,000"
"78 Orangi Kaupapa Road, Northland, Wellington",3,5,-41.27893485,174.762540633,"$TBC"
"91 Ludlam Street, Seatoun, Wellington",2,3,-41.3248840667,174.836993183,"$1,500,000"
"53 Fairview Crescent, Kelburn, Wellington",1,3,-41.2885618,174.758562017,"$1,310,000"
"202 Townsend Road, Miramar, Wellington",1,3,-41.3219902833,174.825213183,"$840,000"
"3 Mathieson Avenue, Khandallah, Wellington",2,4,-41.2460765833,174.79953405,"$960,000"
"9 Marsh Way, Kaiwharawhara, Wellington",0,0,-41.2574682167,174.790955267,"$635,000"
"2/36 Roxburgh Street, Mount Victoria, Wellington",1,2,-41.2932135333,174.78622855,"$615,000"
"11A Balfour Street, Mornington, Wellington",1,3,-41.3200249333,174.7670951,"$835,000"
"27 The Parade, Island Bay, Wellington",2,3,-41.3297404333,174.774090417,"$1,304,000"
"3A Chancellor Way, Crofton Downs, Wellington",1,2,-41.2618244667,174.76163035,"$569,000"
"39B Braithwaite Street, Karori, Wellington",2,4,-41.28475055,174.7468287,"$1,082,000"
"402/332 Lambton Quay, Wellington Central, Wellington",1,1,-41.2857329333,174.775670733,"$315,000"
"5 Mana Street, Vogeltown, Wellington",1,3,-41.3122342167,174.7668714,"$770,000"
"13A Adams Terrace, Aro Valley, Wellington",2,3,-41.2933433333,174.763531467,"$1,001,000"
"68A Tirangi Road, Rongotai, Wellington",1,2,-41.3227479333,174.803761217,"$640,000"
"126 Hobart Street, Miramar, Wellington",1,2,-41.3180212833,174.815760683,"$700,000"
"6/2 Penn Way, Brooklyn, Wellington",1,2,-41.3025196667,174.7628453,"$441,000"
"77 Durham Street, Brooklyn, Wellington",2,4,-41.2979743333,174.762451217,"$1,257,000"
"5/93A Kelburn Parade, Kelburn, Wellington",2,3,-41.2918322,174.765293583,"$665,500"
"32 Chamberlain Road, Karori, Wellington",2,3,-41.2830297333,174.73480755,"$1,050,000"
"56E Nicholson Road, Khandallah, Wellington",2,3,-41.2504021968,174.79100596,"$925,000"
"134 Cashmere Avenue, Khandallah, Wellington",2,4,-41.2487167833,174.79997115,"$870,000"
"27 Arlington Street, Mount Cook, Wellington",2,5,-41.2995723,174.771939917,"$980,000"
"35 Normanby Street, Newtown, Wellington",1,3,-41.3144518333,174.782011883,"$832,500"
"85 Mairangi Road, Wadestown, Wellington",1,3,-41.2645591167,174.76714755,"$872,500"
"29 Wade Street, Wadestown, Wellington",3,5,-41.2649083167,174.775554533,"$2,850,000"
"97 Waipapa Road, Hataitai, Wellington",2,4,-41.3034639333,174.797511083,"$1,910,000"
"35 Ellice Street, Mount Victoria, Wellington",2,3,-41.3000687167,174.782697483,"$860,000"
"10 Virginia Grove, Brooklyn, Wellington",1,3,-41.3126291,174.758758283,"$935,000"
"31 Hereford Street, Wilton, Wellington",2,4,-41.2712030333,174.759105267,"$1,105,000"
"16 Kaihuia Street, Northland, Wellington",1,3,-41.2788671167,174.759557783,"$750,000"
"197 Aro Street, Aro Valley, Wellington",1,3,-41.2947456667,174.763154617,"$651,000"
"15 Campbell Street, Karori, Wellington",2,3,-41.285267,174.739613333,"$920,000"
"132 Onslow Road, Khandallah, Wellington",1,3,-41.2487316833,174.804172517,"$855,000"
"45 Arcus Way, Hataitai, Wellington",2,4,-41.302474,174.797451,"$1,020,000"
"96 Hobart Street, Miramar, Wellington",1,3,-41.3197139,174.814365567,"$710,000"
"85 The Parade, Island Bay, Wellington",2,4,-41.3324863833,174.7738276,"$1,605,000"
"21 Reuben Avenue, Brooklyn, Wellington",1,3,-41.3079773833,174.761629683,"$965,000"
"63 Breaker Bay Road, Breaker Bay, Wellington",1,3,-41.3320553,174.82942865,"$805,000"
"211 Aro Street, Aro Valley, Wellington",1,3,-41.2945101,174.76264115,"$893,022"
"5A Parsons Glen, Karori, Wellington",2,3,-41.2921876167,174.726757067,"$710,000"
"71 Strathavon Road, Miramar, Wellington",1,3,-41.32335065,174.81888155,"$825,000"
"217 Aro Street, Aro Valley, Wellington",2,3,-41.2943679667,174.762333117,"$866,000"
"332C The Terrace, Te Aro, Wellington",2,3,-41.2921338333,174.769936383,"$965,000"
"28B Arun Crescent, Southgate, Wellington",1,3,-41.33390145,174.77971055,"$860,000"
"39 Izard Road, Khandallah, Wellington",2,3,-41.2480170667,174.79578755,"$925,000"
"201 Aro Street, Aro Valley, Wellington",1,2,-41.2946945167,174.763042583,"$820,000"
"209 Aro Street, Aro Valley, Wellington",1,3,-41.2945524,174.7627324,"$937,000"
"93 Breaker Bay Road, Breaker Bay, Wellington",3,4,-41.33203375,174.82718555,"$1,100,000"
"5/136 Karori Road, Karori, Wellington",1,2,-41.28200255,174.7465422,"$630,000"
"4 Ardross Avenue, Khandallah, Wellington",3,4,-41.2504593833,174.7875351,"$1,570,000"
"76 Khandallah Road, Ngaio, Wellington",2,4,-41.2466306667,174.7811553,"$820,000"
"19 Collier Avenue, Karori, Wellington",2,3,-41.288661,174.728695,"$867,500"
"1/23C Maida Vale Road, Roseneath, Wellington",1,2,-41.287796,174.803101,"$672,500"
"15A Waru Street, Khandallah, Wellington",2,4,-41.2531977333,174.789364883,"$1,046,531"
"12 Palm Grove, Berhampore, Wellington",1,3,-41.3193797833,174.774294167,"$1,115,000"
"125 Breaker Bay Road, Breaker Bay, Wellington",1,3,-41.33452905,174.82555665,"$800,000"
"83A Duncan Terrace, Kilbirnie, Wellington",2,4,-41.3191462667,174.790099433,"$985,000"
"5A Chamberlain Road, Karori, Wellington",2,4,-41.2848922,174.735036933,"$1,020,000"
"1/382 Evans Bay Parade, Hataitai, Wellington",2,3,-41.3043187167,174.800224983,"$1,040,000"
"26 Ellesmere Avenue, Miramar, Wellington",2,3,-41.32198825,174.815724983,"$950,000"
"47 Ganges Road, Khandallah, Wellington",2,3,-41.2479165333,174.792462233,"$910,000"
"290A Karori Road, Karori, Wellington",1,3,-41.28520965,174.735271467,"$692,000"
"2/77 Nevay Road, Miramar, Wellington",2,4,-41.3070241833,174.828412017,"$1,005,000"
"50 Garden Road, Northland, Wellington",3,5,-41.2827512,174.7615417,"$1,250,000"
"44 Overtoun Terrace, Hataitai, Wellington",2,3,-41.3075329167,174.796212367,"$845,000"
"46 Norway Street, Aro Valley, Wellington",1,3,-41.28984865,174.761095383,"$765,000"
"19 Moffitt Street, Vogeltown, Wellington",1,3,-41.3115885,174.7699973,"$689,000"
"531A Broadway, Miramar, Wellington",3,4,-41.32376835,174.822417917,"$1,130,000"
"8 Dallas Court, Miramar, Wellington",2,4,-41.3216669667,174.82238555,"$987,500"
"23 Tai Paku Paku Road, Karaka Bays, Wellington",2,4,-41.3071124833,174.8309886,"$1,527,500"
"14A Darlington Road, Miramar, Wellington",2,3,-41.3124669667,174.823973083,"$1,000,000"
"5 Arahanga Grove, Maupuia, Wellington",2,3,-41.3018596667,174.8212122,"$829,000"
"29 Boundary Road, Kelburn, Wellington",2,3,-41.2850629167,174.761171267,"$1,095,000"
"59 Falkirk Avenue, Seatoun, Wellington",3,4,-41.3245025,174.830745267,"$2,160,500"
"75 Amritsar Street, Khandallah, Wellington",2,3,-41.251732,174.798768883,"$810,000"
"14 Colville Street, Newtown, Wellington",2,4,-41.3146185667,174.788890317,"$1,230,000"
"22 Clarence Street, Brooklyn, Wellington",1,3,-41.3114209833,174.76362365,"$820,000"
"7/100 Lyall Parade, Lyall Bay, Wellington",1,2,-41.329746,174.793679667,"$588,000"
"41 Makara Road, Karori, Wellington",1,3,-41.2869266667,174.72120315,"$745,000"
"103 Akaroa Drive, Maupuia, Wellington",1,3,-41.3036192667,174.821076783,"$728,000"
"101 Ira Street, Miramar, Wellington",1,3,-41.3180145667,174.819068167,"$905,000"
"97 Elizabeth Street, Mount Victoria, Wellington",1,3,-41.2969174,174.787097083,"$1,264,000"
"54 Rolleston Street, Mount Cook, Wellington",1,2,-41.30304995,174.772136317,"$856,000"
"97 Quebec Street, Kingston, Wellington",2,3,-41.3275260667,174.764025683,"$923,000"
"39A David Crescent, Karori, Wellington",2,3,-41.2796764833,174.737537883,"$835,000"
"8/29 South Karori Road, Karori, Wellington",1,2,-41.2909730333,174.723034317,"$350,000"
"36 Colway Street, Ngaio, Wellington",2,3,-41.2489466167,174.77773835,"$1,160,000"
"92 Oban Street, Wadestown, Wellington",1,3,-41.2586133,174.778248667,"$762,500"
"81 Balfour Street, Mornington, Wellington",1,3,-41.3166196167,174.767458367,"$700,000"
"27 Cooper Street, Karori, Wellington",1,3,-41.2853603167,174.74393625,"$1,055,000"
"81 Sefton Street, Wadestown, Wellington",2,3,-41.2611613833,174.779817133,"$1,280,000"
"91 Breaker Bay Road, Breaker Bay, Wellington",2,3,-41.33210035,174.8273133,"$1,400,000"
"51 Crofton Road, Ngaio, Wellington",2,3,-41.2543873,174.775377883,"$925,000"
"35 Harbour View Road, Northland, Wellington",2,3,-41.2818756333,174.7604145,"$871,178"
"23 Ferry Street, Seatoun, Wellington",1,3,-41.3206595167,174.829613967,"$1,240,000"
"45A Montgomery Avenue, Karori, Wellington",2,3,-41.2799051667,174.729926133,"$615,000"
"36 Kaihuia Street, Northland, Wellington",1,3,-41.2788571667,174.758078667,"$966,036"
"101 Kaikoura Street, Maupuia, Wellington",1,2,-41.3026350667,174.82012905,"$762,000"
"4 Monro Street, Seatoun, Wellington",2,4,-41.3225408667,174.833994983,"$1,750,500"
"69 Raukawa Street, Strathmore Park, Wellington",2,4,-41.3340159167,174.81652705,"$745,000"
"7 Waikare Street, Karori, Wellington",2,4,-41.27828145,174.744232767,"$1,200,000"
"196 Barnard Street, Wadestown, Wellington",2,3,-41.2596406,174.784820817,"$865,000"
"39 Nottingham Street, Karori, Wellington",1,3,-41.2795364,174.748178383,"$800,000"
"6 Burrows Avenue, Karori, Wellington",2,3,-41.2872620833,174.730871217,"$880,088"
"122 Homebush Road, Khandallah, Wellington",1,3,-41.2465335167,174.806845567,"$762,300"
"68 Northland Road, Northland, Wellington",1,3,-41.2827607167,174.758490917,"$835,000"
"9 Livingstone Street, Brooklyn  6021, Wellington",0,0,-41.3151185421652,174.762835935785,"$300,000"
"14 Burnham Street, Seatoun, Wellington",2,4,-41.3257269833,174.83140645,"$1,520,000"
"11 Livingstone Street, Brooklyn  6021, Wellington",0,0,-41.3153081456893,174.762860292584,"$350,000"
"10 Ranfurly Terrace, Mount Cook, Wellington",1,3,-41.3012764333,174.776710283,"$1,050,000"
"7/97 Boulcott Street, Wellington Central, Wellington",1,2,-41.2864036167,174.773842317,"$580,000"
"11 Upoko Road, Hataitai, Wellington",2,3,-41.2993645167,174.794526767,"$1,220,000"
"93 Duncan Terrace, Kilbirnie, Wellington",1,3,-41.3199737833,174.790600233,"$917,000"
"17 Selwyn Terrace, Thorndon, Wellington",1,2,-41.2762032833,174.7747372,"$832,000"
"85A Karepa Street, Brooklyn, Wellington",1,3,-41.3029361,174.7587616,"$820,000"
"70B Buckley Road, Southgate, Wellington",1,3,-41.3347508833,174.783606967,"$660,000"
"6B Farm Road, Northland, Wellington",0,0,-41.2829188,174.7571258,"$500,000"
"5/21 Rugby Street, Mount Cook, Wellington",1,2,-41.3015161667,174.78049655,"$855,000"
"129 Wadestown Road, Wadestown, Wellington",2,4,-41.2614581,174.77177445,"$1,070,000"
"7/240 The Terrace, Wellington Central, Wellington",1,2,-41.2881901333,174.7716636,"$725,000"
"61 Hanson Street, Mount Cook, Wellington",1,3,-41.3068707167,174.777026917,"$570,000"
"1/109 Majoribanks Street, Mount Victoria, Wellington",1,2,-41.2952515167,174.790401433,"$603,500"
"5 Countess Close, Maupuia, Wellington",2,3,-41.3006267,174.820137817,"$935,000"
"194 Tinakori Road, Thorndon, Wellington",3,4,-41.2749712,174.77358665,"$1,775,000"
"462 Evans Bay Parade, Hataitai, Wellington",1,3,-41.3092723333,174.797617117,"$750,000"
"26 Hataitai Road, Hataitai, Wellington",1,3,-41.2977881333,174.800422883,"$682,000"
"12/31 Princess Terrace, Newtown, Wellington",1,3,-41.3178510833,174.782678617,"$755,000"
"13 Firth Terrace, Karori, Wellington",1,3,-41.2878340167,174.742677583,"$1,204,500"
"234 Queens Drive, Lyall Bay, Wellington",2,3,-41.33187455,174.7911791,"$820,000"
"48 Ellesmere Avenue, Miramar, Wellington",1,3,-41.3203738833,174.815904867,"$865,000"
"18 Ontario Street, Kingston, Wellington",1,3,-41.3220431833,174.7658068,"$755,000"
"7 Lochiel Road, Khandallah, Wellington",2,3,-41.2461867,174.79312455,"$1,360,000"
"13 Kainui Road, Hataitai, Wellington",1,3,-41.3020337667,174.799937633,"$920,000"
"225 Marine Parade, Seatoun, Wellington",3,5,-41.3127320667,174.828685833,"$1,750,000"
"144C Rakau Road, Hataitai, Wellington",1,2,-41.29979405,174.793702783,"$500,000"
"17 Tamar Street, Island Bay, Wellington",2,3,-41.3314657667,174.77492685,"$1,182,000"
"130 Northland Road, Northland, Wellington",1,3,-41.2795924667,174.760654667,"$TBC"
"44A Overtoun Terrace, Hataitai, Wellington",2,4,-41.3074892,174.795891167,"$1,253,000"
"14 Cheesman Street, Brooklyn, Wellington",1,3,-41.3140528167,174.7629453,"$663,000"
"23 Fettes Crescent, Seatoun, Wellington",2,4,-41.3213676,174.827804633,"$951,888"
"2/282 Mitchell Street, Brooklyn, Wellington",2,3,-41.3181364333,174.758305633,"$725,000"
"19 Fettes Crescent, Seatoun, Wellington",2,3,-41.3210414667,174.827805483,"$950,000"
"16 Streatlam Crescent, Strathmore Park, Wellington",3,5,-41.3249072833,174.8239842,"$2,100,000"
"31 Ludlam Street, Seatoun, Wellington",2,3,-41.3239325,174.831389933,"$1,550,000"
"132 Duncan Terrace, Kilbirnie, Wellington",1,3,-41.3210106,174.789793567,"$826,000"
"129 Marine Parade, Seatoun, Wellington",0,0,-41.31706125,174.827702883,"$615,000"
"10 Queens Drive, Kilbirnie, Wellington",2,3,-41.3204468167,174.793543517,"$915,000"
"13 Dasent Street, Karori, Wellington",3,4,-41.2883699833,174.737198033,"$1,415,000"
"21 Fettes Crescent, Seatoun, Wellington",0,0,-41.321147,174.827997,"$523,112"
"20 Mantell Street, Seatoun, Wellington",1,3,-41.3271246667,174.835390167,"$1,065,000"
"236A Queens Drive, Lyall Bay, Wellington",1,2,-41.33194995,174.791135217,"$711,000"
"16 Captain Edward Daniell Drive, Ngaio, Wellington",3,5,-41.2551952833,174.781035467,"$1,650,000"
"5/16 Marewa Road, Hataitai, Wellington",1,1,-41.3007462833,174.7947893,"$335,000"
"1 Mandalay Terrace, Khandallah, Wellington",2,4,-41.2483687167,174.800744133,"$TBC"
"47 Durham Street, Aro Valley, Wellington",2,3,-41.2963764,174.763114033,"$1,010,500"
"48 Tio Tio Road, Miramar, Wellington",1,3,-41.3239335,174.825351833,"$705,000"
"62 Lonsdale Crescent, Rongotai, Wellington",2,4,-41.3224507,174.80356135,"$920,000"
"26 Calcutta Street, Khandallah, Wellington",2,3,-41.2515773667,174.787658183,"$1,253,000"
"101 Rongotai Road, Kilbirnie, Wellington",3,5,-41.3180733667,174.79755785,"$TBC"
"3/142 Onslow Road, Khandallah, Wellington",2,4,-41.2479186667,174.80367205,"$800,000"
"10 Waterhouse Drive, Brooklyn, Wellington",2,4,-41.30561625,174.751923183,"$950,000"
"13 Ferry Street, Seatoun, Wellington",1,3,-41.3201559667,174.829636533,"$1,070,000"
"105 Orangi Kaupapa Road, Northland, Wellington",1,3,-41.2776076,174.76246295,"$955,000"
"6B/172 Oriental Parade, Oriental Bay, Wellington",2,3,-41.2908893833,174.791127033,"$3,200,000"
"52 Belvedere Road, Hataitai, Wellington",2,3,-41.3079925167,174.797503133,"$1,163,000"
"3 Ranelagh Terrace, Karori, Wellington",1,3,-41.28514065,174.731604083,"$725,100"
"4 Pari Tai Way, Houghton Bay, Wellington",1,2,-41.3321635833,174.788314717,"$588,000"
"27/35 Jessie Street, Te Aro, Wellington",1,2,-41.2955627167,174.779482217,"$TBC"
"27 Grass Street, Roseneath, Wellington",2,4,-41.2908523667,174.799475367,"$1,157,000"
"89 Ross Street, Lyall Bay, Wellington",1,3,-41.3231253,174.79713105,"$530,000"
"35B Ngaio Road, Kelburn, Wellington",2,3,-41.2863535167,174.762226467,"$1,060,000"
"1 Grant Road, Thorndon, Wellington",1,2,-41.2680182333,174.77994915,"$TBC"
"1 Mary Dobson Way, Island Bay",2,4,-41.332397,174.776539,"$1,380,000"
"83 Todman Street, Brooklyn, Wellington",1,3,-41.3068018833,174.759430017,"$810,000"
"38 Kenya Street, Ngaio, Wellington",2,4,-41.2538434333,174.771808117,"$1,090,000"
"15/14 Harriett Street, Thorndon, Wellington",2,3,-41.2752986167,174.77172435,"$860,000"
"97 Duncan Terrace, Kilbirnie, Wellington",2,3,-41.3202004167,174.790235483,"$910,000"
"385A Karori Road, Karori, Wellington",2,4,-41.2874542833,174.726559517,"$1,100,000"
"4A/42 Cable Street, Te Aro, Wellington",2,2,-41.2909425333,174.78065265,"$1,185,000"
"29 Disley Street, Highbury, Wellington",1,3,-41.2911639667,174.755742367,"$1,021,000"
"4 Monaghan Avenue, Karori, Wellington",1,3,-41.2860358833,174.735234767,"$1,150,000"
"51A Mandalay Terrace, Khandallah, Wellington",2,3,-41.2459392333,174.805022633,"$TBC"
"59A Houghton Bay Road, Houghton Bay, Wellington",2,4,-41.3322431833,174.787447767,"$940,000"
"35B Hobson Crescent, Thorndon, Wellington",2,3,-41.2731922833,174.780490983,"$670,000"
"131 Elizabeth Street, Mount Victoria, Wellington",1,3,-41.29741075,174.788634917,"$1,051,972"
"50 Belvedere Road, Hataitai, Wellington",1,3,-41.3080968333,174.7971292,"$1,050,000"
"14 Collier Avenue, Karori, Wellington",2,3,-41.287731,174.728645083,"$TBC"
"19F Kabul Street, Khandallah, Wellington",2,4,-41.2560237167,174.784765017,"$1,310,000"
"3 Scorian Close, Karori, Wellington",2,4,-41.2852950333,174.7387387,"$880,000"
"64 Norway Street, Aro Valley, Wellington",2,4,-41.2896037,174.759545233,"$857,500"
"6 Orleans Street, Ngaio, Wellington",2,4,-41.24778595,174.769051567,"$965,260"
"50 Homebush Road, Khandallah, Wellington",3,4,-41.249263,174.807285,"$1,825,000"
"44 Monro Street, Seatoun, Wellington",2,3,-41.3248542667,174.8332028,"$1,650,000"
"15 Moir Street, Mount Victoria, Wellington",1,3,-41.2992213333,174.7829343,"$827,000"
"45 Burnham Street, Seatoun, Wellington",3,4,-41.3260983333,174.834916533,"$2,450,000"
"44 Lonsdale Crescent, Rongotai, Wellington",1,3,-41.3216497667,174.80295375,"$630,000"
"60 Lonsdale Crescent, Rongotai, Wellington",2,4,-41.32240015,174.803440767,"$1,305,999"
"121 Wilton Road, Wilton, Wellington",2,4,-41.2682491,174.7606827,"$1,357,550"
"5 Burwah Street, Berhampore, Wellington",1,3,-41.3218605833,174.774135333,"$911,000"
"10 Rata Road, Hataitai, Wellington",2,4,-41.3028891667,174.799908283,"$1,400,000"
"185 Darlington Road, Miramar, Wellington",2,4,-41.3037187333,174.826148817,"$935,777"
"5 Monmouth Way, Wilton, Wellington",1,3,-41.27132075,174.76255935,"$700,000"
"157 Grafton Road, Roseneath, Wellington",2,4,-41.2963095167,174.802715617,"$950,000"
"81 Wright Street, Mount Cook, Wellington",1,2,-41.3068101833,174.77414345,"$770,000"
"10 Wayside, Miramar, Wellington",1,3,-41.3241770667,174.814077817,"$875,000"
"10 Bruges Avenue, Miramar, Wellington",2,3,-41.3224149167,174.81870195,"$962,500"
"6 Mathieson Avenue, Khandallah, Wellington",2,4,-41.2458358667,174.799934217,"$1,100,000"
"127C Makara Road, Karori, Wellington",2,4,-41.2838379,174.7170199,"$760,000"
"46 Randwick Road, Northland, Wellington",1,3,-41.2796805167,174.75572705,"$785,000"
"28 Hohiria Road, Hataitai, Wellington",1,3,-41.2999463167,174.799422683,"$956,500"
"42 Hall Street, Newtown, Wellington",1,3,-41.3100905667,174.77523775,"$503,000"
"71 Clyde Street, Island Bay, Wellington",1,3,-41.3330272333,174.77512795,"$780,000"
"3 Maida Vale Road, Roseneath, Wellington",3,5,-41.28776305,174.80169475,"$4,920,000"
"1/49 Mandalay Terrace, Khandallah, Wellington",1,2,-41.2460257667,174.804837217,"$670,000"
"528A Evans Bay Parade, Hataitai, Wellington",2,3,-41.31179275,174.79541895,"$985,000"
"334 Karori Road, Karori, Wellington",1,3,-41.2864074,174.730873817,"$752,311"
"65 Sidlaw Street, Strathmore Park, Wellington",1,3,-41.3328215167,174.82256595,"$820,000"
"23 Brougham Street, Mount Victoria, Wellington",3,4,-41.2959429667,174.787065367,"$3,300,000"
"57 Jubilee Road, Khandallah, Wellington",2,4,-41.2497234167,174.7936937,"$1,730,000"
"455 Karaka Bay Road, Karaka Bays, Wellington",1,3,-41.3009194167,174.83148665,"$710,000"
"17C Fitzroy Street, Wadestown, Wellington",1,2,-41.2612561,174.77666375,"$440,000"
"3/1 Cottleville Terrace, Thorndon, Wellington",1,2,-41.2689436833,174.780251433,"$625,000"
"223 Tinakori Road, Thorndon, Wellington",2,3,-41.2763148167,174.77242265,"$1,000,000"
"4 West Road, Northland, Wellington",2,4,-41.2796935167,174.758292917,"$1,180,000"
"68A Lyall Parade, Lyall Bay, Wellington",1,3,-41.3290338833,174.794741383,"$1,061,500"
"17 Talavera Terrace, Kelburn, Wellington",3,5,-41.2835168,174.771869233,"$2,655,000"
"10 Appleton Place, Karori, Wellington",1,3,-41.2801216833,174.72646935,"$749,500"
"39A Clutha Avenue, Khandallah, Wellington",1,3,-41.2490712333,174.7877201,"$900,000"
"1/93A Jubilee Road, Khandallah, Wellington",2,4,-41.251691,174.791885,"$TBC"
"71 Monro Street, Seatoun, Wellington",3,5,-41.3264432333,174.833081233,"$2,120,000"
"20 Ventnor Street, Seatoun, Wellington",2,3,-41.3208803667,174.830089583,"$1,330,000"
"108 Oriental Parade, Oriental Bay, Wellington",2,4,-41.291795,174.787949,"$1,890,000"
"61 Old Porirua Road, Ngaio, Wellington",2,3,-41.2572105833,174.781174483,"$800,000"
"18A Stone Street, Miramar, Wellington",1,3,-41.3177529167,174.814310983,"$1,010,000"
"46 Sefton Street, Wadestown, Wellington",3,5,-41.2630168167,174.780228733,"$1,210,000"
"53 Stoke Street, Newtown, Wellington",1,2,-41.3137823833,174.774889767,"$592,000"
"6A Kilsyth Street, Karori, Wellington",2,3,-41.2907443167,174.735665067,"$706,000"
"78B Salamanca Road, Kelburn, Wellington",1,2,-41.2857662301,174.769038721,"$930,000"
"8/151 Hataitai Road, Hataitai, Wellington",1,2,-41.3033067,174.795705683,"$670,000"
"8A David Crescent, Karori, Wellington",3,5,-41.2814650382,174.737437512,"$1,535,000"
"141 Nevay Road, Miramar, Wellington",2,3,-41.3021266,174.829055517,"$1,010,100"
"28 The Parade, Island Bay, Wellington",1,3,-41.32940665,174.77372145,"$912,000"
"5 Masefield Way, Karori, Wellington",3,4,-41.29005325,174.74260825,"$2,400,000"
"62 Spencer Street, Crofton Downs, Wellington",3,4,-41.2538536333,174.76107095,"$1,175,000"
"26A Mysore Street, Khandallah, Wellington",2,3,-41.2510643167,174.78402955,"$820,750"
"79 Ngaio Gorge Road, Ngaio, Wellington",1,2,-41.2560949167,174.7760869,"$600,000"
"1/267 Cuba Street, Te Aro, Wellington",1,1,-41.2965563167,174.774077367,"$401,267"
"322 Oriental Parade, Oriental Bay, Wellington",3,4,-41.2894744833,174.797514183,"$TBC"
"45 Weld Street, Wadestown, Wellington",2,4,-41.26151685,174.7742652,"$935,000"
"7/50 Darlington Road, Miramar, Wellington",1,2,-41.31025415,174.82563335,"$610,129"
"40 Chamberlain Road, Karori, Wellington",2,4,-41.2824534333,174.734772983,"$1,178,000"
"7 Kau Kau Way, Ngaio, Wellington",1,3,-41.2449211833,174.778312867,"$810,420"
"88A Homebush Road, Khandallah, Wellington",2,4,-41.24758885,174.808822417,"$790,000"
"35 Cornford Street, Karori, Wellington",1,3,-41.2802842833,174.7349059,"$920,000"
"8 Paisley Terrace, Karori, Wellington",1,3,-41.2803531833,174.752729817,"$901,000"
"153 Washington Avenue, Brooklyn, Wellington",1,3,-41.3097527833,174.766064933,"$730,000"
"19 Cavendish Square, Strathmore Park, Wellington",2,3,-41.3254653,174.8253554,"$1,135,000"
"174 Sutherland Road, Lyall Bay, Wellington",1,2,-41.3291052833,174.7896426,"$850,000"
"16 Milton Street, Berhampore, Wellington",1,3,-41.3200710833,174.7787711,"$780,000"
"30 Luxford Street, Berhampore, Wellington",2,3,-41.3197341833,174.776032033,"$860,000"
"56 Fox Street, Ngaio, Wellington",2,4,-41.2459133333,174.776308417,"$965,000"
"106 Onepu Road, Lyall Bay, Wellington",1,3,-41.3237077833,174.795206167,"$797,000"
"69 Brougham Street, Mount Victoria, Wellington",2,4,-41.2975441167,174.785080333,"$1,780,000"
"1 Glasgow Street, Kelburn, Wellington",2,4,-41.28719995,174.766753033,"$1,535,000"
"38 Hornsey Road, Melrose, Wellington",1,3,-41.3277228333,174.786656467,"$967,777"
"16 Garden Road, Northland, Wellington",2,4,-41.2837439667,174.759595483,"$870,000"
"34 Westview Grove, Miramar, Wellington",2,4,-41.3240223833,174.821140867,"$821,000"
"14 Glen Road, Kelburn, Wellington",2,4,-41.2856471667,174.76404195,"$1,610,000"
"4 Goldies Brae, Thorndon, Wellington",3,4,-41.2674129833,174.780059917,"$2,195,000"
"414A Evans Bay Parade, Hataitai, Wellington",2,3,-41.3064750667,174.798328567,"$1,020,000"
"104 Wallace Street, Mount Cook, Wellington",1,3,-41.3055757667,174.77487745,"$697,000"
"10A Palm Grove, Berhampore, Wellington",2,3,-41.3191745167,174.7743006,"$942,500"
"1A Port Street, Mount Victoria, Wellington",1,3,-41.2953359167,174.7888495,"$1,050,000"
"14 Winston Street, Crofton Downs, Wellington",2,4,-41.2561422333,174.764226467,"$821,000"
"30 Tanera Crescent, Brooklyn, Wellington",2,4,-41.3016216833,174.76311275,"$961,000"
"54 Fox Street, Ngaio, Wellington",1,3,-41.245808,174.77611,"$642,500"
"200 Sydney Street West, Thorndon, Wellington",1,2,-41.2786644,174.77144045,"$838,000"
"65 Constable Street, Newtown, Wellington",2,3,-41.3130292833,174.7833056,"$806,500"
"19 Grant Road, Thorndon, Wellington",2,4,-41.2687665167,174.779056033,"$1,560,000"
"58 Salamanca Road, Kelburn, Wellington",2,3,-41.2843923833,174.769205383,"$1,465,000"
"63 Hazlewood Avenue, Karori, Wellington",1,2,-41.2968674333,174.724413583,"$581,000"
"8A Ellesmere Avenue, Miramar, Wellington",1,3,-41.3230984167,174.816083967,"$795,000"
"28B Punjab Street, Khandallah, Wellington",2,3,-41.2531733763,174.785593836,"$1,253,000"
"8 Crieff Street, Northland, Wellington",3,4,-41.28456075,174.759905567,"$2,200,000"
"3 Chisenhall Street, Karori, Wellington",3,5,-41.2827860833,174.748912483,"$1,500,000"
"78 Oban Street, Wadestown, Wellington",1,3,-41.2592625667,174.777869083,"$775,000"
"260 Rintoul Street, Berhampore, Wellington",1,3,-41.3219326333,174.777124783,"$830,000"
"2/15 Apu Crescent, Lyall Bay, Wellington",1,2,-41.3260604333,174.796480483,"$601,215"
"439 Broadway, Miramar, Wellington",1,3,-41.3250118333,174.817296167,"$681,000"
"92 Mairangi Road, Wadestown, Wellington",2,4,-41.2663462333,174.766953983,"$875,000"
"13 Victory Avenue, Karori, Wellington",1,3,-41.2818616,174.729592433,"$636,000"
